_id,id,title,publish_date,source_country,sentiment
646fddfd0576b45037ddb473,74712190,Pfizer confirms €1.2bn investment plan for Dublin facility,2022-12-01 11:36:19,ie,0.34
646fddfd0576b45037ddb474,89179532,Minister Ryan launches Ireland's first all-electric town bus service in Athlone - MerrionStreet,2023-01-20 12:04:21,ie,0.398
646fddfd0576b45037ddb475,106690196,"Next two years ‘critical’ for home energy upgrade targets, says SEAI",2023-03-27 06:00:00,ie,-0.076
646fddfd0576b45037ddb476,76280256,Action taken against three Donegal quarry operators,2022-12-06 11:29:38,ie,-0.287
646fddfd0576b45037ddb477,85466114,Glenveagh setback this week may open up opportunity for rival Cairn,2023-01-06 17:03:08,ie,-0.369
646fddfd0576b45037ddb478,105333626,Frascati Centre in Blackrock ‘quietly’ on market with €100m price tag,2023-03-22 07:00:00,ie,0.186
646fddfd0576b45037ddb479,111529816,Extra measures to speed up home building to be considered by Cabinet,2023-04-22 14:17:12,ie,-0.021
646fddfd0576b45037ddb47a,80762300,The 9 at 9: Wednesday · TheJournal.ie,2022-12-21 09:50:00,ie,-0.056
646fddfd0576b45037ddb47b,109249440,"Department failed to spend €1bn earmarked for housing over past three years, new figures show",2023-04-06 08:00:00,ie,-0.228
646fddfd0576b45037ddb47c,107656258,Minister Donohoe announces a package of actions to enhance delivery of vital public projects - MerrionStreet,2023-03-30 12:48:35,ie,0.043
646fddfd0576b45037ddb47d,101269466,Homeowners denied full home insurance cover due to flood risk fears based on &amp;lsquo;map errors&amp;rsquo;,2023-03-06 03:30:00,ie,-0.358
646fddfd0576b45037ddb47e,84662254,Varadkar predicts tech sector will continue to grow in medium term,2023-01-04 01:01:00,ie,-0.455
646fddfd0576b45037ddb47f,69091336,Slowdown in housing construction as building costs on rise,2022-11-14 07:48:10,ie,-0.323
646fddfd0576b45037ddb480,83033040,UN won't halt aid to Afghanistan despite ban on women working in the country's aid sector,2022-12-29 22:42:26,ie,-0.292
646fddfd0576b45037ddb481,95004688,Minister Donohoe launches updated Project Ireland 2040 Progress Tracker - MerrionStreet,2023-02-10 17:02:39,ie,0.424
646fddfd0576b45037ddb482,90126082,How to stay aware of job market trends,2023-01-24 02:00:00,ie,0.37
